
> admin-panel@0.1.0 dev
> next dev --hostname 127.0.0.1 --port 3001

▲ Next.js 16.1.1 (Turbopack)
- Local:         http://127.0.0.1:3001
- Network:       http://127.0.0.1:3001
- Environments: .env.local

✓ Starting...
 GET /products 200 in 136ms (compile: 1140µs, render: 135ms)
 GET /recipes?edit=93c0be7e-2011-459f-b741-12bd1135c76b 200 in 129ms (compile: 1713µs, render: 127ms)
 GET /catalogs 200 in 129ms (compile: 18ms, render: 111ms)
 GET /products 200 in 137ms (compile: 3ms, render: 134ms)
 GET /recipes?edit=93c0be7e-2011-459f-b741-12bd1135c76b 200 in 140ms (compile: 26ms, render: 114ms)
 GET /catalogs 200 in 142ms (compile: 48ms, render: 94ms)
 GET /products 200 in 132ms (compile: 1635µs, render: 130ms)
 GET /catalogs 200 in 141ms (compile: 28ms, render: 113ms)
 GET /recipes?edit=93c0be7e-2011-459f-b741-12bd1135c76b 200 in 143ms (compile: 14ms, render: 130ms)
 GET /products 200 in 149ms (compile: 6ms, render: 143ms)
 GET /recipes?edit=93c0be7e-2011-459f-b741-12bd1135c76b 200 in 142ms (compile: 3ms, render: 139ms)
 GET /catalogs 200 in 123ms (compile: 1375µs, render: 121ms)
 GET /products 200 in 122ms (compile: 7ms, render: 114ms)
 GET /recipes?edit=93c0be7e-2011-459f-b741-12bd1135c76b 200 in 123ms (compile: 16ms, render: 107ms)
 GET /catalogs 200 in 109ms (compile: 7ms, render: 102ms)
 GET /products 200 in 120ms (compile: 2ms, render: 118ms)
 GET /recipes?edit=93c0be7e-2011-459f-b741-12bd1135c76b 200 in 111ms (compile: 1536µs, render: 110ms)
 GET /catalogs 200 in 97ms (compile: 6ms, render: 92ms)
 GET /recipes?edit=93c0be7e-2011-459f-b741-12bd1135c76b 200 in 96ms (compile: 21ms, render: 75ms)
 GET /products 200 in 110ms (compile: 12ms, render: 98ms)
 GET /catalogs 200 in 73ms (compile: 2ms, render: 71ms)
 GET /products 200 in 116ms (compile: 2ms, render: 114ms)
 GET /recipes?edit=93c0be7e-2011-459f-b741-12bd1135c76b 200 in 110ms (compile: 3ms, render: 107ms)
 GET /catalogs 200 in 143ms (compile: 6ms, render: 137ms)
 GET /products 200 in 181ms (compile: 3ms, render: 178ms)
 GET /recipes?edit=93c0be7e-2011-459f-b741-12bd1135c76b 200 in 200ms (compile: 13ms, render: 187ms)
 GET /catalogs 200 in 162ms (compile: 7ms, render: 155ms)
 GET /products 200 in 152ms (compile: 1316µs, render: 151ms)
 GET /recipes?edit=93c0be7e-2011-459f-b741-12bd1135c76b 200 in 103ms (compile: 10ms, render: 94ms)
 GET /catalogs 200 in 73ms (compile: 8ms, render: 65ms)
 GET /products 200 in 55ms (compile: 5ms, render: 50ms)
 GET /recipes?edit=93c0be7e-2011-459f-b741-12bd1135c76b 200 in 59ms (compile: 1494µs, render: 58ms)
 GET /catalogs 200 in 60ms (compile: 13ms, render: 46ms)
 GET /products 200 in 74ms (compile: 3ms, render: 72ms)
 GET /recipes?edit=93c0be7e-2011-459f-b741-12bd1135c76b 200 in 64ms (compile: 3ms, render: 61ms)
 GET /catalogs 200 in 62ms (compile: 1563µs, render: 61ms)
 GET /products 200 in 66ms (compile: 2ms, render: 64ms)
 GET /catalogs 200 in 55ms (compile: 10ms, render: 45ms)
 GET /recipes?edit=93c0be7e-2011-459f-b741-12bd1135c76b 200 in 68ms (compile: 1546µs, render: 67ms)
 GET /products 200 in 61ms (compile: 3ms, render: 58ms)
 GET /recipes?edit=93c0be7e-2011-459f-b741-12bd1135c76b 200 in 68ms (compile: 1697µs, render: 66ms)
 GET /catalogs 200 in 60ms (compile: 2ms, render: 58ms)
 GET /products 200 in 65ms (compile: 2ms, render: 63ms)
